Scope
Manufacturer	Model
Xfer Records	vst3.56534558667350736572756D20320000.Serum 2

Remotable	Min	Max	Input type	Output type
CC59 Chan 13	0	4194304	Value	ValueOutput
CC60 Chan 13	0	4194304	Value	ValueOutput
CC61 Chan 13	0	4194304	Value	ValueOutput
CC62 Chan 13	0	4194304	Value	ValueOutput
CC63 Chan 13	0	4194304	Value	ValueOutput
CC64 Chan 13	0	4194304	Value	ValueOutput
CC65 Chan 13	0	4194304	Value	ValueOutput
CC66 Chan 13	0	4194304	Value	ValueOutput
CC67 Chan 13	0	4194304	Value	ValueOutput
CC68 Chan 13	0	4194304	Value	ValueOutput
CC69 Chan 13	0	4194304	Value	ValueOutput
CC70 Chan 13	0	4194304	Value	ValueOutput
CC71 Chan 13	0	4194304	Value	ValueOutput
CC72 Chan 13	0	4194304	Value	ValueOutput
CC73 Chan 13	0	4194304	Value	ValueOutput
CC74 Chan 13	0	4194304	Value	ValueOutput
CC75 Chan 13	0	4194304	Value	ValueOutput
CC76 Chan 13	0	4194304	Value	ValueOutput
CC77 Chan 13	0	4194304	Value	ValueOutput
CC78 Chan 13	0	4194304	Value	ValueOutput
CC79 Chan 13	0	4194304	Value	ValueOutput
CC80 Chan 13	0	4194304	Value	ValueOutput
CC81 Chan 13	0	4194304	Value	ValueOutput
CC82 Chan 13	0	4194304	Value	ValueOutput
CC83 Chan 13	0	4194304	Value	ValueOutput
CC84 Chan 13	0	4194304	Value	ValueOutput
CC85 Chan 13	0	4194304	Value	ValueOutput
CC86 Chan 13	0	4194304	Value	ValueOutput
CC87 Chan 13	0	4194304	Value	ValueOutput
CC88 Chan 13	0	4194304	Value	ValueOutput
CC89 Chan 13	0	4194304	Value	ValueOutput
CC90 Chan 13	0	4194304	Value	ValueOutput
CC91 Chan 13	0	4194304	Value	ValueOutput
CC92 Chan 13	0	4194304	Value	ValueOutput
CC93 Chan 13	0	4194304	Value	ValueOutput
CC94 Chan 13	0	4194304	Value	ValueOutput
CC95 Chan 13	0	4194304	Value	ValueOutput
CC96 Chan 13	0	4194304	Value	ValueOutput
CC97 Chan 13	0	4194304	Value	ValueOutput
CC98 Chan 13	0	4194304	Value	ValueOutput
CC99 Chan 13	0	4194304	Value	ValueOutput
CC100 Chan 13	0	4194304	Value	ValueOutput
CC101 Chan 13	0	4194304	Value	ValueOutput
CC102 Chan 13	0	4194304	Value	ValueOutput
CC103 Chan 13	0	4194304	Value	ValueOutput
CC104 Chan 13	0	4194304	Value	ValueOutput
CC105 Chan 13	0	4194304	Value	ValueOutput
CC106 Chan 13	0	4194304	Value	ValueOutput
CC107 Chan 13	0	4194304	Value	ValueOutput
CC108 Chan 13	0	4194304	Value	ValueOutput
CC109 Chan 13	0	4194304	Value	ValueOutput
CC110 Chan 13	0	4194304	Value	ValueOutput
CC111 Chan 13	0	4194304	Value	ValueOutput
CC112 Chan 13	0	4194304	Value	ValueOutput
CC113 Chan 13	0	4194304	Value	ValueOutput
CC114 Chan 13	0	4194304	Value	ValueOutput
CC115 Chan 13	0	4194304	Value	ValueOutput
CC116 Chan 13	0	4194304	Value	ValueOutput
CC117 Chan 13	0	4194304	Value	ValueOutput
CC118 Chan 13	0	4194304	Value	ValueOutput
CC119 Chan 13	0	4194304	Value	ValueOutput
CC120 Chan 13	0	4194304	Value	ValueOutput
CC121 Chan 13	0	4194304	Value	ValueOutput
CC122 Chan 13	0	4194304	Value	ValueOutput
CC123 Chan 13	0	4194304	Value	ValueOutput
CC124 Chan 13	0	4194304	Value	ValueOutput
CC125 Chan 13	0	4194304	Value	ValueOutput
CC126 Chan 13	0	4194304	Value	ValueOutput
CC127 Chan 13	0	4194304	Value	ValueOutput
Pitch Bend Chan 14	0	4194304	Value	ValueOutput
Aftertouch Chan 14	0	4194304	Value	ValueOutput
CC0 Chan 14	0	4194304	Value	ValueOutput
CC1 Chan 14	0	4194304	Value	ValueOutput
CC2 Chan 14	0	4194304	Value	ValueOutput
CC3 Chan 14	0	4194304	Value	ValueOutput
CC4 Chan 14	0	4194304	Value	ValueOutput
CC5 Chan 14	0	4194304	Value	ValueOutput
CC6 Chan 14	0	4194304	Value	ValueOutput
CC7 Chan 14	0	4194304	Value	ValueOutput
CC8 Chan 14	0	4194304	Value	ValueOutput
CC9 Chan 14	0	4194304	Value	ValueOutput
CC10 Chan 14	0	4194304	Value	ValueOutput
CC11 Chan 14	0	4194304	Value	ValueOutput
CC12 Chan 14	0	4194304	Value	ValueOutput
CC13 Chan 14	0	4194304	Value	ValueOutput
CC14 Chan 14	0	4194304	Value	ValueOutput
CC15 Chan 14	0	4194304	Value	ValueOutput
CC16 Chan 14	0	4194304	Value	ValueOutput
CC17 Chan 14	0	4194304	Value	ValueOutput
CC18 Chan 14	0	4194304	Value	ValueOutput
CC19 Chan 14	0	4194304	Value	ValueOutput
CC20 Chan 14	0	4194304	Value	ValueOutput
CC21 Chan 14	0	4194304	Value	ValueOutput
CC22 Chan 14	0	4194304	Value	ValueOutput
CC23 Chan 14	0	4194304	Value	ValueOutput
CC24 Chan 14	0	4194304	Value	ValueOutput
CC25 Chan 14	0	4194304	Value	ValueOutput
CC26 Chan 14	0	4194304	Value	ValueOutput
CC27 Chan 14	0	4194304	Value	ValueOutput
CC28 Chan 14	0	4194304	Value	ValueOutput
CC29 Chan 14	0	4194304	Value	ValueOutput
CC30 Chan 14	0	4194304	Value	ValueOutput
CC31 Chan 14	0	4194304	Value	ValueOutput
CC32 Chan 14	0	4194304	Value	ValueOutput
CC33 Chan 14	0	4194304	Value	ValueOutput
CC34 Chan 14	0	4194304	Value	ValueOutput
CC35 Chan 14	0	4194304	Value	ValueOutput
CC36 Chan 14	0	4194304	Value	ValueOutput
CC37 Chan 14	0	4194304	Value	ValueOutput
CC38 Chan 14	0	4194304	Value	ValueOutput
CC39 Chan 14	0	4194304	Value	ValueOutput
CC40 Chan 14	0	4194304	Value	ValueOutput
CC41 Chan 14	0	4194304	Value	ValueOutput
CC42 Chan 14	0	4194304	Value	ValueOutput
CC43 Chan 14	0	4194304	Value	ValueOutput
CC44 Chan 14	0	4194304	Value	ValueOutput
CC45 Chan 14	0	4194304	Value	ValueOutput
CC46 Chan 14	0	4194304	Value	ValueOutput
CC47 Chan 14	0	4194304	Value	ValueOutput
CC48 Chan 14	0	4194304	Value	ValueOutput
CC49 Chan 14	0	4194304	Value	ValueOutput
CC50 Chan 14	0	4194304	Value	ValueOutput
CC51 Chan 14	0	4194304	Value	ValueOutput
CC52 Chan 14	0	4194304	Value	ValueOutput
CC53 Chan 14	0	4194304	Value	ValueOutput
CC54 Chan 14	0	4194304	Value	ValueOutput
CC55 Chan 14	0	4194304	Value	ValueOutput
CC56 Chan 14	0	4194304	Value	ValueOutput
CC57 Chan 14	0	4194304	Value	ValueOutput
CC58 Chan 14	0	4194304	Value	ValueOutput
CC59 Chan 14	0	4194304	Value	ValueOutput
CC60 Chan 14	0	4194304	Value	ValueOutput
CC61 Chan 14	0	4194304	Value	ValueOutput
CC62 Chan 14	0	4194304	Value	ValueOutput
CC63 Chan 14	0	4194304	Value	ValueOutput
CC64 Chan 14	0	4194304	Value	ValueOutput
CC65 Chan 14	0	4194304	Value	ValueOutput
CC66 Chan 14	0	4194304	Value	ValueOutput
CC67 Chan 14	0	4194304	Value	ValueOutput
CC68 Chan 14	0	4194304	Value	ValueOutput
CC69 Chan 14	0	4194304	Value	ValueOutput
CC70 Chan 14	0	4194304	Value	ValueOutput
CC71 Chan 14	0	4194304	Value	ValueOutput
CC72 Chan 14	0	4194304	Value	ValueOutput
CC73 Chan 14	0	4194304	Value	ValueOutput
CC74 Chan 14	0	4194304	Value	ValueOutput
CC75 Chan 14	0	4194304	Value	ValueOutput
CC76 Chan 14	0	4194304	Value	ValueOutput
CC77 Chan 14	0	4194304	Value	ValueOutput
CC78 Chan 14	0	4194304	Value	ValueOutput
CC79 Chan 14	0	4194304	Value	ValueOutput
CC80 Chan 14	0	4194304	Value	ValueOutput
CC81 Chan 14	0	4194304	Value	ValueOutput
CC82 Chan 14	0	4194304	Value	ValueOutput
CC83 Chan 14	0	4194304	Value	ValueOutput
CC84 Chan 14	0	4194304	Value	ValueOutput
CC85 Chan 14	0	4194304	Value	ValueOutput
CC86 Chan 14	0	4194304	Value	ValueOutput
CC87 Chan 14	0	4194304	Value	ValueOutput
CC88 Chan 14	0	4194304	Value	ValueOutput
CC89 Chan 14	0	4194304	Value	ValueOutput
CC90 Chan 14	0	4194304	Value	ValueOutput
CC91 Chan 14	0	4194304	Value	ValueOutput
CC92 Chan 14	0	4194304	Value	ValueOutput
CC93 Chan 14	0	4194304	Value	ValueOutput
CC94 Chan 14	0	4194304	Value	ValueOutput
CC95 Chan 14	0	4194304	Value	ValueOutput
CC96 Chan 14	0	4194304	Value	ValueOutput
CC97 Chan 14	0	4194304	Value	ValueOutput
CC98 Chan 14	0	4194304	Value	ValueOutput
CC99 Chan 14	0	4194304	Value	ValueOutput
CC100 Chan 14	0	4194304	Value	ValueOutput
CC101 Chan 14	0	4194304	Value	ValueOutput
CC102 Chan 14	0	4194304	Value	ValueOutput
CC103 Chan 14	0	4194304	Value	ValueOutput
CC104 Chan 14	0	4194304	Value	ValueOutput
CC105 Chan 14	0	4194304	Value	ValueOutput
CC106 Chan 14	0	4194304	Value	ValueOutput
CC107 Chan 14	0	4194304	Value	ValueOutput
CC108 Chan 14	0	4194304	Value	ValueOutput
CC109 Chan 14	0	4194304	Value	ValueOutput
CC110 Chan 14	0	4194304	Value	ValueOutput
CC111 Chan 14	0	4194304	Value	ValueOutput
CC112 Chan 14	0	4194304	Value	ValueOutput
CC113 Chan 14	0	4194304	Value	ValueOutput
CC114 Chan 14	0	4194304	Value	ValueOutput
CC115 Chan 14	0	4194304	Value	ValueOutput
CC116 Chan 14	0	4194304	Value	ValueOutput
CC117 Chan 14	0	4194304	Value	ValueOutput
CC118 Chan 14	0	4194304	Value	ValueOutput
CC119 Chan 14	0	4194304	Value	ValueOutput
CC120 Chan 14	0	4194304	Value	ValueOutput
CC121 Chan 14	0	4194304	Value	ValueOutput
CC122 Chan 14	0	4194304	Value	ValueOutput
CC123 Chan 14	0	4194304	Value	ValueOutput
CC124 Chan 14	0	4194304	Value	ValueOutput
CC125 Chan 14	0	4194304	Value	ValueOutput
CC126 Chan 14	0	4194304	Value	ValueOutput
CC127 Chan 14	0	4194304	Value	ValueOutput
Pitch Bend Chan 15	0	4194304	Value	ValueOutput
Aftertouch Chan 15	0	4194304	Value	ValueOutput
CC0 Chan 15	0	4194304	Value	ValueOutput
CC1 Chan 15	0	4194304	Value	ValueOutput
CC2 Chan 15	0	4194304	Value	ValueOutput
CC3 Chan 15	0	4194304	Value	ValueOutput
CC4 Chan 15	0	4194304	Value	ValueOutput
CC5 Chan 15	0	4194304	Value	ValueOutput
CC6 Chan 15	0	4194304	Value	ValueOutput
CC7 Chan 15	0	4194304	Value	ValueOutput
CC8 Chan 15	0	4194304	Value	ValueOutput
CC9 Chan 15	0	4194304	Value	ValueOutput
CC10 Chan 15	0	4194304	Value	ValueOutput
CC11 Chan 15	0	4194304	Value	ValueOutput
CC12 Chan 15	0	4194304	Value	ValueOutput
CC13 Chan 15	0	4194304	Value	ValueOutput
CC14 Chan 15	0	4194304	Value	ValueOutput
CC15 Chan 15	0	4194304	Value	ValueOutput
CC16 Chan 15	0	4194304	Value	ValueOutput
CC17 Chan 15	0	4194304	Value	ValueOutput
CC18 Chan 15	0	4194304	Value	ValueOutput
CC19 Chan 15	0	4194304	Value	ValueOutput
CC20 Chan 15	0	4194304	Value	ValueOutput
CC21 Chan 15	0	4194304	Value	ValueOutput
CC22 Chan 15	0	4194304	Value	ValueOutput
CC23 Chan 15	0	4194304	Value	ValueOutput
CC24 Chan 15	0	4194304	Value	ValueOutput
CC25 Chan 15	0	4194304	Value	ValueOutput
CC26 Chan 15	0	4194304	Value	ValueOutput
CC27 Chan 15	0	4194304	Value	ValueOutput
CC28 Chan 15	0	4194304	Value	ValueOutput
CC29 Chan 15	0	4194304	Value	ValueOutput
CC30 Chan 15	0	4194304	Value	ValueOutput
CC31 Chan 15	0	4194304	Value	ValueOutput
CC32 Chan 15	0	4194304	Value	ValueOutput
CC33 Chan 15	0	4194304	Value	ValueOutput
CC34 Chan 15	0	4194304	Value	ValueOutput
CC35 Chan 15	0	4194304	Value	ValueOutput
CC36 Chan 15	0	4194304	Value	ValueOutput
CC37 Chan 15	0	4194304	Value	ValueOutput
CC38 Chan 15	0	4194304	Value	ValueOutput
CC39 Chan 15	0	4194304	Value	ValueOutput
CC40 Chan 15	0	4194304	Value	ValueOutput
CC41 Chan 15	0	4194304	Value	ValueOutput
CC42 Chan 15	0	4194304	Value	ValueOutput
CC43 Chan 15	0	4194304	Value	ValueOutput
CC44 Chan 15	0	4194304	Value	ValueOutput
CC45 Chan 15	0	4194304	Value	ValueOutput
CC46 Chan 15	0	4194304	Value	ValueOutput
CC47 Chan 15	0	4194304	Value	ValueOutput
CC48 Chan 15	0	4194304	Value	ValueOutput
CC49 Chan 15	0	4194304	Value	ValueOutput
CC50 Chan 15	0	4194304	Value	ValueOutput
CC51 Chan 15	0	4194304	Value	ValueOutput
CC52 Chan 15	0	4194304	Value	ValueOutput
CC53 Chan 15	0	4194304	Value	ValueOutput
CC54 Chan 15	0	4194304	Value	ValueOutput
CC55 Chan 15	0	4194304	Value	ValueOutput
CC56 Chan 15	0	4194304	Value	ValueOutput
CC57 Chan 15	0	4194304	Value	ValueOutput
CC58 Chan 15	0	4194304	Value	ValueOutput
CC59 Chan 15	0	4194304	Value	ValueOutput
CC60 Chan 15	0	4194304	Value	ValueOutput
CC61 Chan 15	0	4194304	Value	ValueOutput
CC62 Chan 15	0	4194304	Value	ValueOutput
CC63 Chan 15	0	4194304	Value	ValueOutput
CC64 Chan 15	0	4194304	Value	ValueOutput
CC65 Chan 15	0	4194304	Value	ValueOutput
CC66 Chan 15	0	4194304	Value	ValueOutput
CC67 Chan 15	0	4194304	Value	ValueOutput
CC68 Chan 15	0	4194304	Value	ValueOutput
CC69 Chan 15	0	4194304	Value	ValueOutput
CC70 Chan 15	0	4194304	Value	ValueOutput
CC71 Chan 15	0	4194304	Value	ValueOutput
CC72 Chan 15	0	4194304	Value	ValueOutput
CC73 Chan 15	0	4194304	Value	ValueOutput
CC74 Chan 15	0	4194304	Value	ValueOutput
CC75 Chan 15	0	4194304	Value	ValueOutput
CC76 Chan 15	0	4194304	Value	ValueOutput
CC77 Chan 15	0	4194304	Value	ValueOutput
CC78 Chan 15	0	4194304	Value	ValueOutput
CC79 Chan 15	0	4194304	Value	ValueOutput
CC80 Chan 15	0	4194304	Value	ValueOutput
CC81 Chan 15	0	4194304	Value	ValueOutput
CC82 Chan 15	0	4194304	Value	ValueOutput
CC83 Chan 15	0	4194304	Value	ValueOutput
CC84 Chan 15	0	4194304	Value	ValueOutput
CC85 Chan 15	0	4194304	Value	ValueOutput
CC86 Chan 15	0	4194304	Value	ValueOutput
CC87 Chan 15	0	4194304	Value	ValueOutput
CC88 Chan 15	0	4194304	Value	ValueOutput
CC89 Chan 15	0	4194304	Value	ValueOutput
CC90 Chan 15	0	4194304	Value	ValueOutput
CC91 Chan 15	0	4194304	Value	ValueOutput
CC92 Chan 15	0	4194304	Value	ValueOutput
CC93 Chan 15	0	4194304	Value	ValueOutput
CC94 Chan 15	0	4194304	Value	ValueOutput
CC95 Chan 15	0	4194304	Value	ValueOutput
CC96 Chan 15	0	4194304	Value	ValueOutput
CC97 Chan 15	0	4194304	Value	ValueOutput
CC98 Chan 15	0	4194304	Value	ValueOutput
CC99 Chan 15	0	4194304	Value	ValueOutput
CC100 Chan 15	0	4194304	Value	ValueOutput
CC101 Chan 15	0	4194304	Value	ValueOutput
CC102 Chan 15	0	4194304	Value	ValueOutput
CC103 Chan 15	0	4194304	Value	ValueOutput
CC104 Chan 15	0	4194304	Value	ValueOutput
CC105 Chan 15	0	4194304	Value	ValueOutput
CC106 Chan 15	0	4194304	Value	ValueOutput
CC107 Chan 15	0	4194304	Value	ValueOutput
CC108 Chan 15	0	4194304	Value	ValueOutput
CC109 Chan 15	0	4194304	Value	ValueOutput
CC110 Chan 15	0	4194304	Value	ValueOutput
CC111 Chan 15	0	4194304	Value	ValueOutput
CC112 Chan 15	0	4194304	Value	ValueOutput
CC113 Chan 15	0	4194304	Value	ValueOutput
CC114 Chan 15	0	4194304	Value	ValueOutput
CC115 Chan 15	0	4194304	Value	ValueOutput
CC116 Chan 15	0	4194304	Value	ValueOutput
CC117 Chan 15	0	4194304	Value	ValueOutput
CC118 Chan 15	0	4194304	Value	ValueOutput
CC119 Chan 15	0	4194304	Value	ValueOutput
CC120 Chan 15	0	4194304	Value	ValueOutput
CC121 Chan 15	0	4194304	Value	ValueOutput
CC122 Chan 15	0	4194304	Value	ValueOutput
CC123 Chan 15	0	4194304	Value	ValueOutput
CC124 Chan 15	0	4194304	Value	ValueOutput
CC125 Chan 15	0	4194304	Value	ValueOutput
CC126 Chan 15	0	4194304	Value	ValueOutput
CC127 Chan 15	0	4194304	Value	ValueOutput
Pitch Bend Chan 16	0	4194304	Value	ValueOutput
Aftertouch Chan 16	0	4194304	Value	ValueOutput
CC0 Chan 16	0	4194304	Value	ValueOutput
CC1 Chan 16	0	4194304	Value	ValueOutput
CC2 Chan 16	0	4194304	Value	ValueOutput
CC3 Chan 16	0	4194304	Value	ValueOutput
CC4 Chan 16	0	4194304	Value	ValueOutput
CC5 Chan 16	0	4194304	Value	ValueOutput
CC6 Chan 16	0	4194304	Value	ValueOutput
CC7 Chan 16	0	4194304	Value	ValueOutput
CC8 Chan 16	0	4194304	Value	ValueOutput
CC9 Chan 16	0	4194304	Value	ValueOutput
CC10 Chan 16	0	4194304	Value	ValueOutput
CC11 Chan 16	0	4194304	Value	ValueOutput
CC12 Chan 16	0	4194304	Value	ValueOutput
CC13 Chan 16	0	4194304	Value	ValueOutput
CC14 Chan 16	0	4194304	Value	ValueOutput
CC15 Chan 16	0	4194304	Value	ValueOutput
CC16 Chan 16	0	4194304	Value	ValueOutput
CC17 Chan 16	0	4194304	Value	ValueOutput
CC18 Chan 16	0	4194304	Value	ValueOutput
CC19 Chan 16	0	4194304	Value	ValueOutput
CC20 Chan 16	0	4194304	Value	ValueOutput
CC21 Chan 16	0	4194304	Value	ValueOutput
CC22 Chan 16	0	4194304	Value	ValueOutput
CC23 Chan 16	0	4194304	Value	ValueOutput
CC24 Chan 16	0	4194304	Value	ValueOutput
CC25 Chan 16	0	4194304	Value	ValueOutput
CC26 Chan 16	0	4194304	Value	ValueOutput
CC27 Chan 16	0	4194304	Value	ValueOutput
CC28 Chan 16	0	4194304	Value	ValueOutput
CC29 Chan 16	0	4194304	Value	ValueOutput
CC30 Chan 16	0	4194304	Value	ValueOutput
CC31 Chan 16	0	4194304	Value	ValueOutput
CC32 Chan 16	0	4194304	Value	ValueOutput
CC33 Chan 16	0	4194304	Value	ValueOutput
CC34 Chan 16	0	4194304	Value	ValueOutput
CC35 Chan 16	0	4194304	Value	ValueOutput
CC36 Chan 16	0	4194304	Value	ValueOutput
CC37 Chan 16	0	4194304	Value	ValueOutput
CC38 Chan 16	0	4194304	Value	ValueOutput
CC39 Chan 16	0	4194304	Value	ValueOutput
CC40 Chan 16	0	4194304	Value	ValueOutput
CC41 Chan 16	0	4194304	Value	ValueOutput
CC42 Chan 16	0	4194304	Value	ValueOutput
CC43 Chan 16	0	4194304	Value	ValueOutput
CC44 Chan 16	0	4194304	Value	ValueOutput
CC45 Chan 16	0	4194304	Value	ValueOutput
CC46 Chan 16	0	4194304	Value	ValueOutput
CC47 Chan 16	0	4194304	Value	ValueOutput
CC48 Chan 16	0	4194304	Value	ValueOutput
CC49 Chan 16	0	4194304	Value	ValueOutput
CC50 Chan 16	0	4194304	Value	ValueOutput
CC51 Chan 16	0	4194304	Value	ValueOutput
CC52 Chan 16	0	4194304	Value	ValueOutput
CC53 Chan 16	0	4194304	Value	ValueOutput
CC54 Chan 16	0	4194304	Value	ValueOutput
CC55 Chan 16	0	4194304	Value	ValueOutput
CC56 Chan 16	0	4194304	Value	ValueOutput
CC57 Chan 16	0	4194304	Value	ValueOutput
CC58 Chan 16	0	4194304	Value	ValueOutput
CC59 Chan 16	0	4194304	Value	ValueOutput
CC60 Chan 16	0	4194304	Value	ValueOutput
CC61 Chan 16	0	4194304	Value	ValueOutput
CC62 Chan 16	0	4194304	Value	ValueOutput
CC63 Chan 16	0	4194304	Value	ValueOutput
CC64 Chan 16	0	4194304	Value	ValueOutput
CC65 Chan 16	0	4194304	Value	ValueOutput
CC66 Chan 16	0	4194304	Value	ValueOutput
CC67 Chan 16	0	4194304	Value	ValueOutput
CC68 Chan 16	0	4194304	Value	ValueOutput
CC69 Chan 16	0	4194304	Value	ValueOutput
CC70 Chan 16	0	4194304	Value	ValueOutput
CC71 Chan 16	0	4194304	Value	ValueOutput
CC72 Chan 16	0	4194304	Value	ValueOutput
CC73 Chan 16	0	4194304	Value	ValueOutput
CC74 Chan 16	0	4194304	Value	ValueOutput
CC75 Chan 16	0	4194304	Value	ValueOutput
CC76 Chan 16	0	4194304	Value	ValueOutput
CC77 Chan 16	0	4194304	Value	ValueOutput
CC78 Chan 16	0	4194304	Value	ValueOutput
CC79 Chan 16	0	4194304	Value	ValueOutput
CC80 Chan 16	0	4194304	Value	ValueOutput
CC81 Chan 16	0	4194304	Value	ValueOutput
CC82 Chan 16	0	4194304	Value	ValueOutput
CC83 Chan 16	0	4194304	Value	ValueOutput
CC84 Chan 16	0	4194304	Value	ValueOutput
CC85 Chan 16	0	4194304	Value	ValueOutput
CC86 Chan 16	0	4194304	Value	ValueOutput
CC87 Chan 16	0	4194304	Value	ValueOutput
CC88 Chan 16	0	4194304	Value	ValueOutput
CC89 Chan 16	0	4194304	Value	ValueOutput
CC90 Chan 16	0	4194304	Value	ValueOutput
CC91 Chan 16	0	4194304	Value	ValueOutput
CC92 Chan 16	0	4194304	Value	ValueOutput
CC93 Chan 16	0	4194304	Value	ValueOutput
CC94 Chan 16	0	4194304	Value	ValueOutput
CC95 Chan 16	0	4194304	Value	ValueOutput
CC96 Chan 16	0	4194304	Value	ValueOutput
CC97 Chan 16	0	4194304	Value	ValueOutput
CC98 Chan 16	0	4194304	Value	ValueOutput
CC99 Chan 16	0	4194304	Value	ValueOutput
CC100 Chan 16	0	4194304	Value	ValueOutput
CC101 Chan 16	0	4194304	Value	ValueOutput
CC102 Chan 16	0	4194304	Value	ValueOutput
CC103 Chan 16	0	4194304	Value	ValueOutput
CC104 Chan 16	0	4194304	Value	ValueOutput
CC105 Chan 16	0	4194304	Value	ValueOutput
CC106 Chan 16	0	4194304	Value	ValueOutput
CC107 Chan 16	0	4194304	Value	ValueOutput
CC108 Chan 16	0	4194304	Value	ValueOutput
CC109 Chan 16	0	4194304	Value	ValueOutput
CC110 Chan 16	0	4194304	Value	ValueOutput
CC111 Chan 16	0	4194304	Value	ValueOutput
CC112 Chan 16	0	4194304	Value	ValueOutput
CC113 Chan 16	0	4194304	Value	ValueOutput
CC114 Chan 16	0	4194304	Value	ValueOutput
CC115 Chan 16	0	4194304	Value	ValueOutput
CC116 Chan 16	0	4194304	Value	ValueOutput
CC117 Chan 16	0	4194304	Value	ValueOutput
CC118 Chan 16	0	4194304	Value	ValueOutput
CC119 Chan 16	0	4194304	Value	ValueOutput
CC120 Chan 16	0	4194304	Value	ValueOutput
CC121 Chan 16	0	4194304	Value	ValueOutput
CC122 Chan 16	0	4194304	Value	ValueOutput
CC123 Chan 16	0	4194304	Value	ValueOutput
CC124 Chan 16	0	4194304	Value	ValueOutput
CC125 Chan 16	0	4194304	Value	ValueOutput
CC126 Chan 16	0	4194304	Value	ValueOutput
CC127 Chan 16	0	4194304	Value	ValueOutput
Mod Wheel_2	0	4194304	Value	ValueOutput
Pitch Bend_2	0	4194304	Value	ValueOutput
Device Name	0	0	-	TextOutput
Patch Name	0	0	-	TextOutput
Select Patch Delta	0	0	Delta	TextOutput
Select Previous Patch	0	0	Trig	TextOutput
Select Next Patch	0	0	Trig	TextOutput
Select Program Delta	0	0	Delta	TextOutput
Select Previous Program	0	0	Trig	TextOutput
Select Next Program	0	0	Trig	TextOutput
Proxy Open Plugin Window	0	1	Toggle	ValueOutput
